member_id,join_date,unit,plan,acquisition_channel,age_group,monthly_fee,cancel_date,status,tenure_months,member_key
M100341,2024-02-05,East,Basic,Google Ads,55+,99.9,,Active,30,342
M100342,2025-04-09,North,Basic,Organic,45-54,99.9,,Active,16,343
M100343,2024-05-28,East,Basic,Instagram,18-24,99.9,2025-06-28,Cancelled,13,344
M100344,2026-01-11,Downtown,Basic,Walk-in,35-44,99.9,2026-06-11,Cancelled,5,345
M100345,2025-11-11,South,Plus,Organic,45-54,139.9,,Active,9,346
M100346,2026-02-21,South,Premium,Corporate,25-34,189.9,,Active,5,347
M100347,2026-05-10,South,Plus,Instagram,35-44,139.9,,Active,3,348
M100348,2024-06-24,East,Plus,Google Ads,55+,139.9,,Active,25,349
M100349,2025-08-21,North,Premium,Instagram,45-54,189.9,,Active,11,350
M100350,2025-12-31,South,Basic,Walk-in,25-34,99.9,,Active,7,351
M100351,2026-04-10,East,Plus,Google Ads,25-34,139.9,,Active,4,352
M100352,2026-04-28,East,Premium,Organic,25-34,189.9,,Active,3,353
M100353,2024-07-10,West,Plus,Corporate,25-34,139.9,,Active,25,354
M100354,2026-05-14,North,Basic,Walk-in,25-34,99.9,,Active,3,355
M100355,2026-05-23,West,Basic,Organic,18-24,99.9,,Active,2,356
M100356,2025-01-24,West,Plus,Google Ads,35-44,139.9,,Active,18,357
M100357,2025-04-30,West,Plus,Referral,35-44,139.9,2025-08-30,Cancelled,4,358
M100358,2025-10-01,South,Basic,Walk-in,25-34,99.9,,Active,10,359
M100359,2025-01-11,South,Premium,Organic,18-24,189.9,2025-12-11,Cancelled,11,360
M100360,2026-02-21,University,Basic,Organic,25-34,99.9,,Active,5,361
M100361,2025-04-06,North,Plus,Instagram,45-54,139.9,,Active,16,362
M100362,2025-02-03,South,Premium,Corporate,18-24,189.9,,Active,18,363
M100363,2024-07-26,North,Plus,Walk-in,45-54,139.9,,Active,24,364
M100364,2026-03-31,West,Premium,Corporate,25-34,189.9,,Active,4,365
M100365,2026-05-04,West,Basic,Instagram,25-34,99.9,,Active,3,366
M100366,2024-03-03,East,Plus,Walk-in,25-34,139.9,,Active,29,367
M100367,2024-02-27,South,Basic,Google Ads,45-54,99.9,,Active,29,368
M100368,2026-01-24,University,Premium,Instagram,25-34,189.9,,Active,6,369
M100369,2025-07-29,University,Basic,Referral,55+,99.9,,Active,12,370
M100370,2026-04-05,South,Plus,Instagram,18-24,139.9,,Active,4,371
M100371,2025-05-31,East,Premium,Walk-in,45-54,189.9,,Active,14,372
M100372,2026-06-23,North,Plus,Google Ads,25-34,139.9,,Active,1,373
M100373,2025-01-11,East,Basic,Google Ads,25-34,99.9,,Active,19,374
M100374,2024-06-07,West,Basic,Organic,25-34,99.9,,Active,26,375
M100375,2025-08-22,North,Plus,Walk-in,35-44,139.9,,Active,11,376
M100376,2025-03-01,North,Plus,Corporate,55+,139.9,,Active,17,377
M100377,2026-02-05,South,Plus,Instagram,55+,139.9,,Active,6,378
M100378,2026-03-11,East,Plus,Instagram,25-34,139.9,,Active,5,379
M100379,2025-01-26,Downtown,Basic,Corporate,35-44,99.9,,Active,18,380
M100380,2025-02-26,University,Premium,Organic,35-44,189.9,,Active,17,381
M100381,2024-01-18,University,Basic,Instagram,35-44,99.9,,Active,30,382
M100382,2026-05-06,North,Premium,Instagram,35-44,189.9,2026-07-06,Cancelled,2,383
M100383,2025-10-29,South,Plus,Organic,35-44,139.9,,Active,9,384
M100384,2024-06-04,University,Basic,Referral,25-34,99.9,,Active,26,385
M100385,2024-01-27,University,Basic,Google Ads,45-54,99.9,,Active,30,386
M100386,2026-04-28,South,Premium,Walk-in,18-24,189.9,2026-06-28,Cancelled,2,387
M100387,2025-09-16,South,Basic,Walk-in,18-24,99.9,,Active,10,388
M100388,2026-03-10,East,Basic,Organic,25-34,99.9,2026-06-10,Cancelled,3,389
M100389,2025-08-29,North,Plus,Walk-in,45-54,139.9,,Active,11,390
M100390,2026-02-24,East,Plus,Referral,25-34,139.9,,Active,5,391
M100391,2024-06-27,University,Premium,Organic,18-24,189.9,,Active,25,392
M100392,2025-10-26,South,Plus,Corporate,25-34,139.9,,Active,9,393
M100393,2025-09-23,North,Plus,Organic,18-24,139.9,2026-02-23,Cancelled,5,394
M100394,2025-01-17,Downtown,Basic,Instagram,35-44,99.9,,Active,18,395
M100395,2024-02-05,East,Basic,Referral,25-34,99.9,2026-04-05,Cancelled,26,396
M100396,2024-11-21,West,Premium,Instagram,35-44,189.9,,Active,20,397
M100397,2025-07-01,South,Plus,Google Ads,25-34,139.9,,Active,13,398
M100398,2025-05-16,East,Plus,Organic,35-44,139.9,2025-12-16,Cancelled,7,399
M100399,2026-06-18,North,Basic,Instagram,45-54,99.9,,Active,1,400
M100400,2026-03-02,University,Plus,Organic,35-44,139.9,,Active,5,401
M100401,2025-11-02,East,Basic,Organic,25-34,99.9,,Active,9,402
M100402,2025-10-21,University,Basic,Google Ads,35-44,99.9,,Active,9,403
M100403,2024-08-31,North,Plus,Organic,18-24,139.9,,Active,23,404
M100404,2025-01-27,South,Plus,Walk-in,35-44,139.9,,Active,18,405
M100405,2025-12-16,North,Premium,Walk-in,18-24,189.9,,Active,7,406
M100406,2024-06-28,North,Plus,Google Ads,25-34,139.9,,Active,25,407
M100407,2025-11-07,University,Plus,Instagram,18-24,139.9,,Active,9,408
M100408,2024-04-03,Downtown,Basic,Google Ads,45-54,99.9,,Active,28,409
M100409,2026-03-27,West,Plus,Instagram,35-44,139.9,,Active,4,410
M100410,2026-01-26,North,Basic,Google Ads,35-44,99.9,,Active,6,411
M100411,2024-01-22,South,Premium,Corporate,55+,189.9,2026-05-22,Cancelled,28,412
M100412,2025-05-01,South,Premium,Referral,45-54,189.9,,Active,15,413
M100413,2024-09-18,East,Plus,Google Ads,35-44,139.9,,Active,22,414
M100414,2024-03-07,University,Basic,Instagram,25-34,99.9,,Active,29,415
M100415,2025-07-24,South,Basic,Referral,35-44,99.9,2026-02-24,Cancelled,7,416
M100416,2024-06-01,North,Premium,Organic,25-34,189.9,2024-09-01,Cancelled,3,417
M100417,2025-06-14,Downtown,Basic,Google Ads,18-24,99.9,,Active,14,418
M100418,2024-11-09,University,Premium,Corporate,18-24,189.9,,Active,21,419
M100419,2026-05-18,Downtown,Basic,Organic,25-34,99.9,2026-07-18,Cancelled,2,420
M100420,2024-10-14,South,Plus,Walk-in,18-24,139.9,2026-05-14,Cancelled,19,421
M100421,2025-10-18,North,Plus,Corporate,35-44,139.9,,Active,9,422
M100422,2024-09-02,University,Basic,Instagram,25-34,99.9,2026-06-02,Cancelled,21,423
M100423,2024-01-05,North,Plus,Walk-in,18-24,139.9,,Active,31,424
M100424,2025-08-11,West,Plus,Organic,18-24,139.9,,Active,12,425
M100425,2024-12-09,West,Premium,Instagram,18-24,189.9,,Active,20,426
M100426,2024-07-25,North,Premium,Instagram,35-44,189.9,,Active,24,427
M100427,2025-12-15,University,Premium,Google Ads,18-24,189.9,,Active,7,428
M100428,2025-11-05,South,Plus,Organic,25-34,139.9,2026-02-05,Cancelled,3,429
M100429,2026-03-25,University,Premium,Google Ads,45-54,189.9,,Active,4,430
M100430,2026-04-02,North,Plus,Organic,35-44,139.9,,Active,4,431
M100431,2025-01-07,University,Basic,Organic,25-34,99.9,,Active,19,432
M100432,2025-02-09,West,Premium,Google Ads,35-44,189.9,,Active,18,433
M100433,2025-03-24,Downtown,Basic,Referral,25-34,99.9,2026-01-24,Cancelled,10,434
M100434,2026-02-20,South,Plus,Google Ads,18-24,139.9,,Active,5,435
M100435,2025-01-23,Downtown,Basic,Referral,45-54,99.9,,Active,18,436
M100436,2026-05-01,North,Basic,Corporate,35-44,99.9,,Active,3,437
M100437,2025-06-12,Downtown,Premium,Organic,18-24,189.9,,Active,14,438
M100438,2025-09-14,West,Plus,Google Ads,25-34,139.9,,Active,11,439
M100439,2025-08-23,South,Plus,Referral,18-24,139.9,2026-01-23,Cancelled,5,440
M100440,2025-09-24,North,Basic,Organic,18-24,99.9,,Active,10,441
M100441,2024-10-06,North,Plus,Walk-in,25-34,139.9,2026-06-06,Cancelled,20,442
M100442,2025-01-20,East,Premium,Google Ads,55+,189.9,2026-07-20,Cancelled,18,443
M100443,2024-09-09,Downtown,Plus,Organic,35-44,139.9,,Active,23,444
M100444,2026-03-09,West,Plus,Instagram,35-44,139.9,2026-07-09,Cancelled,4,445
M100445,2024-01-24,Downtown,Basic,Walk-in,25-34,99.9,2024-12-24,Cancelled,11,446
M100446,2026-01-25,East,Premium,Instagram,25-34,189.9,,Active,6,447
M100447,2026-06-03,West,Premium,Google Ads,35-44,189.9,,Active,2,448
M100448,2024-12-16,East,Plus,Referral,18-24,139.9,,Active,19,449
M100449,2024-09-11,University,Premium,Instagram,35-44,189.9,,Active,23,450
M100450,2024-02-10,Downtown,Premium,Corporate,45-54,189.9,,Active,30,451
M100451,2025-07-12,West,Basic,Organic,18-24,99.9,,Active,13,452
M100452,2025-12-25,West,Basic,Organic,18-24,99.9,,Active,7,453
M100453,2024-05-11,West,Plus,Corporate,35-44,139.9,,Active,27,454
M100454,2025-04-29,West,Basic,Google Ads,35-44,99.9,,Active,15,455
M100455,2025-09-18,South,Basic,Organic,55+,99.9,,Active,10,456
M100456,2025-03-26,Downtown,Plus,Organic,25-34,139.9,,Active,16,457
M100457,2024-08-14,West,Premium,Instagram,35-44,189.9,,Active,24,458
M100458,2024-03-13,North,Premium,Instagram,25-34,189.9,,Active,29,459
M100459,2024-03-30,East,Basic,Corporate,18-24,99.9,2024-06-30,Cancelled,3,460
M100460,2025-02-26,East,Plus,Instagram,25-34,139.9,,Active,17,461
M100461,2025-04-02,East,Plus,Referral,18-24,139.9,2025-09-02,Cancelled,5,462
M100462,2024-03-06,West,Basic,Google Ads,25-34,99.9,,Active,29,463
M100463,2025-10-29,Downtown,Plus,Instagram,35-44,139.9,,Active,9,464
M100464,2026-06-28,Downtown,Plus,Referral,25-34,139.9,,Active,1,465
M100465,2025-04-01,South,Basic,Organic,18-24,99.9,,Active,16,466
M100466,2025-09-09,Downtown,Basic,Instagram,35-44,99.9,2026-07-09,Cancelled,10,467
M100467,2024-08-10,South,Basic,Instagram,35-44,99.9,,Active,24,468
M100468,2024-02-02,Downtown,Premium,Organic,55+,189.9,,Active,30,469
M100469,2025-10-21,Downtown,Plus,Google Ads,25-34,139.9,,Active,9,470
M100470,2025-12-06,South,Plus,Organic,25-34,139.9,2026-06-06,Cancelled,6,471
M100471,2025-02-12,Downtown,Basic,Organic,18-24,99.9,2025-12-12,Cancelled,10,472
M100472,2024-12-27,West,Basic,Instagram,35-44,99.9,,Active,19,473
M100473,2025-03-31,East,Premium,Google Ads,25-34,189.9,,Active,16,474
M100474,2025-04-02,Downtown,Basic,Organic,45-54,99.9,,Active,16,475
M100475,2024-04-05,South,Plus,Corporate,18-24,139.9,,Active,28,476
M100476,2024-03-15,West,Basic,Referral,18-24,99.9,2025-10-15,Cancelled,19,477
M100477,2024-11-01,University,Premium,Organic,18-24,189.9,,Active,21,478
M100478,2025-10-11,East,Premium,Organic,35-44,189.9,,Active,10,479
M100479,2024-12-30,South,Plus,Organic,25-34,139.9,,Active,19,480
M100480,2025-07-20,Downtown,Basic,Corporate,35-44,99.9,2025-10-20,Cancelled,3,481
M100481,2024-06-01,East,Premium,Instagram,45-54,189.9,,Active,26,482
M100482,2025-11-25,University,Plus,Walk-in,45-54,139.9,2026-05-25,Cancelled,6,483
M100483,2025-04-04,University,Plus,Corporate,55+,139.9,2025-07-04,Cancelled,3,484
M100484,2024-07-24,Downtown,Plus,Instagram,55+,139.9,,Active,24,485
M100485,2025-02-13,South,Basic,Google Ads,18-24,99.9,,Active,18,486
M100486,2024-03-01,East,Plus,Organic,45-54,139.9,,Active,29,487
M100487,2025-07-23,West,Basic,Referral,45-54,99.9,,Active,12,488
M100488,2025-08-10,University,Plus,Walk-in,35-44,139.9,,Active,12,489
M100489,2026-01-20,Downtown,Premium,Google Ads,35-44,189.9,,Active,6,490
M100490,2025-07-03,East,Plus,Organic,35-44,139.9,,Active,13,491
M100491,2024-08-13,South,Premium,Walk-in,18-24,189.9,,Active,24,492
M100492,2025-12-26,Downtown,Basic,Instagram,25-34,99.9,2026-03-26,Cancelled,3,493
M100493,2025-09-09,South,Plus,Instagram,25-34,139.9,,Active,11,494
M100494,2025-10-04,Downtown,Plus,Organic,25-34,139.9,,Active,10,495
M100495,2024-08-19,University,Premium,Instagram,25-34,189.9,,Active,23,496
M100496,2025-11-15,Downtown,Basic,Organic,45-54,99.9,,Active,8,497
M100497,2026-01-09,East,Basic,Google Ads,25-34,99.9,2026-06-09,Cancelled,5,498
M100498,2024-03-15,University,Plus,Instagram,35-44,139.9,,Active,29,499
M100499,2026-05-03,North,Premium,Referral,25-34,189.9,,Active,3,500
M100500,2024-03-21,South,Basic,Organic,18-24,99.9,2025-01-21,Cancelled,10,501
M100501,2024-12-24,East,Premium,Organic,18-24,189.9,,Active,19,502
M100502,2025-05-04,University,Premium,Instagram,35-44,189.9,,Active,15,503
M100503,2024-04-07,North,Plus,Google Ads,45-54,139.9,,Active,28,504
M100504,2024-07-31,Downtown,Plus,Referral,45-54,139.9,,Active,24,505
M100505,2025-12-01,University,Plus,Organic,25-34,139.9,,Active,8,506
M100506,2024-04-04,South,Plus,Referral,45-54,139.9,,Active,28,507
M100507,2024-07-23,North,Plus,Instagram,45-54,139.9,,Active,24,508
M100508,2025-02-11,University,Basic,Instagram,25-34,99.9,,Active,18,509
M100509,2025-02-09,Downtown,Plus,Google Ads,18-24,139.9,,Active,18,510
M100510,2025-05-04,University,Premium,Google Ads,55+,189.9,,Active,15,511
M100511,2024-04-08,West,Plus,Instagram,55+,139.9,,Active,28,512
M100512,2025-01-26,Downtown,Plus,Organic,55+,139.9,,Active,18,513
M100513,2026-06-28,North,Plus,Organic,35-44,139.9,,Active,1,514
M100514,2026-06-22,East,Plus,Corporate,25-34,139.9,,Active,1,515
M100515,2025-08-16,Downtown,Basic,Referral,35-44,99.9,,Active,11,516
M100516,2024-09-06,West,Basic,Corporate,45-54,99.9,,Active,23,517
M100517,2025-05-05,South,Plus,Referral,18-24,139.9,2026-07-05,Cancelled,14,518
M100518,2025-08-13,South,Basic,Instagram,25-34,99.9,2025-10-13,Cancelled,2,519
M100519,2025-02-07,Downtown,Plus,Referral,35-44,139.9,,Active,18,520
M100520,2025-02-24,West,Premium,Instagram,18-24,189.9,2025-08-24,Cancelled,6,521
M100521,2024-10-03,University,Plus,Organic,35-44,139.9,2026-01-03,Cancelled,15,522
M100522,2024-03-02,North,Basic,Google Ads,35-44,99.9,,Active,29,523
M100523,2024-12-23,North,Basic,Google Ads,45-54,99.9,,Active,19,524
M100524,2025-06-14,North,Plus,Referral,25-34,139.9,,Active,14,525
M100525,2025-06-17,Downtown,Plus,Instagram,18-24,139.9,2026-02-17,Cancelled,8,526
M100526,2025-07-20,Downtown,Basic,Organic,25-34,99.9,,Active,12,527
M100527,2025-04-06,North,Basic,Instagram,18-24,99.9,,Active,16,528
M100528,2025-04-06,North,Plus,Instagram,25-34,139.9,,Active,16,529
M100529,2024-07-07,University,Basic,Organic,45-54,99.9,,Active,25,530
M100530,2025-03-09,East,Premium,Referral,35-44,189.9,,Active,17,531
M100531,2025-07-20,Downtown,Plus,Google Ads,35-44,139.9,,Active,12,532
M100532,2025-01-20,South,Premium,Corporate,55+,189.9,,Active,18,533
M100533,2024-10-18,West,Plus,Corporate,18-24,139.9,,Active,21,534
M100534,2025-08-30,East,Plus,Google Ads,25-34,139.9,,Active,11,535
M100535,2025-03-06,Downtown,Plus,Referral,25-34,139.9,,Active,17,536
M100536,2025-07-19,Downtown,Plus,Organic,25-34,139.9,2026-04-19,Cancelled,9,537
M100537,2025-10-02,South,Basic,Organic,45-54,99.9,,Active,10,538
M100538,2025-07-03,Downtown,Plus,Instagram,18-24,139.9,,Active,13,539
M100539,2026-02-02,South,Basic,Walk-in,18-24,99.9,,Active,6,540
M100540,2024-08-05,University,Plus,Referral,18-24,139.9,,Active,24,541
M100541,2025-07-25,Downtown,Plus,Corporate,25-34,139.9,,Active,12,542
M100542,2025-12-23,Downtown,Plus,Organic,25-34,139.9,,Active,7,543
M100543,2026-06-24,University,Basic,Instagram,55+,99.9,,Active,1,544
M100544,2024-08-25,South,Premium,Organic,18-24,189.9,,Active,23,545
M100545,2025-05-16,East,Plus,Organic,45-54,139.9,,Active,14,546
M100546,2025-06-11,West,Basic,Corporate,35-44,99.9,,Active,14,547
M100547,2024-10-07,East,Plus,Organic,35-44,139.9,,Active,22,548
M100548,2024-08-18,University,Plus,Referral,18-24,139.9,2025-04-18,Cancelled,8,549
M100549,2025-12-08,University,Premium,Corporate,55+,189.9,,Active,8,550
M100550,2025-09-19,Downtown,Plus,Instagram,45-54,139.9,,Active,10,551
M100551,2024-01-13,East,Basic,Google Ads,45-54,99.9,,Active,31,552
M100552,2026-04-02,East,Basic,Instagram,35-44,99.9,,Active,4,553
M100553,2025-09-19,South,Plus,Google Ads,25-34,139.9,,Active,10,554
M100554,2025-08-08,North,Plus,Instagram,45-54,139.9,,Active,12,555
M100555,2024-10-25,West,Plus,Organic,25-34,139.9,2025-09-25,Cancelled,11,556
M100556,2025-07-27,Downtown,Plus,Organic,18-24,139.9,,Active,12,557
M100557,2025-05-05,East,Basic,Instagram,25-34,99.9,,Active,15,558
M100558,2025-10-29,North,Plus,Organic,45-54,139.9,,Active,9,559
M100559,2025-09-06,University,Plus,Referral,25-34,139.9,,Active,11,560
M100560,2025-03-01,South,Basic,Instagram,35-44,99.9,,Active,17,561
M100561,2025-09-12,West,Basic,Instagram,25-34,99.9,2026-05-12,Cancelled,8,562
M100562,2026-05-10,South,Plus,Organic,18-24,139.9,,Active,3,563
M100563,2024-12-18,South,Plus,Referral,25-34,139.9,,Active,19,564
M100564,2025-06-03,University,Basic,Google Ads,55+,99.9,2026-05-03,Cancelled,11,565
M100565,2024-06-23,East,Plus,Instagram,35-44,139.9,,Active,25,566
M100566,2025-11-05,North,Plus,Organic,25-34,139.9,,Active,9,567
M100567,2026-05-27,South,Basic,Corporate,18-24,99.9,2026-07-27,Cancelled,2,568
M100568,2024-03-18,East,Premium,Organic,25-34,189.9,,Active,28,569
M100569,2024-08-15,South,Basic,Instagram,25-34,99.9,2024-11-15,Cancelled,3,570
M100570,2025-04-04,Downtown,Basic,Google Ads,55+,99.9,,Active,16,571
M100571,2025-01-10,West,Plus,Organic,25-34,139.9,,Active,19,572
M100572,2024-06-10,West,Basic,Walk-in,55+,99.9,2026-03-10,Cancelled,21,573
M100573,2024-03-10,South,Plus,Referral,25-34,139.9,,Active,29,574
M100574,2025-08-12,University,Basic,Instagram,18-24,99.9,,Active,12,575
M100575,2025-04-17,South,Plus,Referral,45-54,139.9,2026-01-17,Cancelled,9,576
M100576,2025-08-22,Downtown,Premium,Instagram,18-24,189.9,,Active,11,577
M100577,2024-05-18,South,Basic,Google Ads,18-24,99.9,,Active,26,578
M100578,2026-03-23,North,Plus,Instagram,25-34,139.9,2026-07-23,Cancelled,4,579
M100579,2025-02-01,South,Plus,Instagram,55+,139.9,,Active,18,580
M100580,2024-09-04,West,Basic,Referral,55+,99.9,2026-05-04,Cancelled,20,581
M100581,2024-05-09,West,Premium,Organic,35-44,189.9,,Active,27,582
M100582,2025-04-13,South,Plus,Instagram,25-34,139.9,2025-09-13,Cancelled,5,583
M100583,2024-02-23,East,Basic,Instagram,25-34,99.9,,Active,29,584
M100584,2024-03-01,West,Plus,Walk-in,25-34,139.9,,Active,29,585
M100585,2024-09-24,Downtown,Plus,Walk-in,45-54,139.9,,Active,22,586
M100586,2026-01-28,West,Basic,Instagram,35-44,99.9,,Active,6,587
M100587,2025-11-02,University,Basic,Instagram,35-44,99.9,,Active,9,588
M100588,2025-02-08,North,Premium,Instagram,25-34,189.9,,Active,18,589
M100589,2024-05-26,North,Basic,Google Ads,55+,99.9,,Active,26,590
M100590,2026-02-02,East,Plus,Instagram,18-24,139.9,,Active,6,591
M100591,2024-09-02,North,Basic,Google Ads,35-44,99.9,,Active,23,592
M100592,2025-09-23,East,Basic,Organic,45-54,99.9,,Active,10,593
M100593,2025-02-28,South,Premium,Google Ads,18-24,189.9,,Active,17,594
M100594,2024-12-01,Downtown,Plus,Referral,25-34,139.9,,Active,20,595
M100595,2024-06-03,University,Basic,Google Ads,18-24,99.9,2026-02-03,Cancelled,20,596
M100596,2026-06-04,East,Plus,Instagram,25-34,139.9,,Active,2,597
M100597,2025-05-31,Downtown,Premium,Referral,35-44,189.9,,Active,14,598
M100598,2024-05-05,East,Plus,Referral,35-44,139.9,,Active,27,599
M100599,2025-08-27,Downtown,Basic,Walk-in,35-44,99.9,2025-11-27,Cancelled,3,600
M100600,2025-03-29,Downtown,Basic,Walk-in,35-44,99.9,,Active,16,601
M100601,2025-07-09,University,Premium,Referral,35-44,189.9,2026-04-09,Cancelled,9,602
M100602,2026-01-27,University,Premium,Corporate,25-34,189.9,2026-05-27,Cancelled,4,603
M100603,2026-03-12,Downtown,Plus,Instagram,25-34,139.9,,Active,5,604
M100604,2024-07-09,Downtown,Basic,Corporate,25-34,99.9,,Active,25,605
M100605,2024-03-28,University,Basic,Google Ads,25-34,99.9,,Active,28,606
M100606,2024-04-15,Downtown,Plus,Corporate,18-24,139.9,,Active,27,607
M100607,2025-08-11,Downtown,Premium,Instagram,35-44,189.9,2025-10-11,Cancelled,2,608
M100608,2025-06-25,University,Plus,Walk-in,45-54,139.9,,Active,13,609
M100609,2026-05-18,University,Plus,Instagram,18-24,139.9,2026-07-18,Cancelled,2,610
M100610,2025-02-22,University,Premium,Walk-in,25-34,189.9,,Active,17,611
M100611,2026-03-23,North,Plus,Google Ads,18-24,139.9,,Active,4,612
M100612,2024-03-09,East,Plus,Walk-in,25-34,139.9,2024-10-09,Cancelled,7,613
M100613,2026-06-09,South,Basic,Instagram,35-44,99.9,,Active,2,614
M100614,2025-10-01,Downtown,Basic,Referral,45-54,99.9,2026-05-01,Cancelled,7,615
M100615,2026-01-26,University,Plus,Google Ads,18-24,139.9,,Active,6,616
M100616,2025-05-21,East,Basic,Google Ads,35-44,99.9,2026-03-21,Cancelled,10,617
M100617,2024-06-01,North,Plus,Instagram,18-24,139.9,,Active,26,618
M100618,2025-06-20,East,Plus,Google Ads,18-24,139.9,2025-11-20,Cancelled,5,619
M100619,2024-07-27,University,Premium,Organic,18-24,189.9,,Active,24,620
M100620,2025-08-04,North,Plus,Organic,35-44,139.9,,Active,12,621
M100621,2026-06-24,Downtown,Premium,Instagram,35-44,189.9,,Active,1,622
M100622,2025-03-30,West,Plus,Google Ads,45-54,139.9,2025-08-30,Cancelled,5,623
M100623,2025-07-08,University,Plus,Walk-in,25-34,139.9,,Active,13,624
M100624,2024-05-10,North,Basic,Instagram,45-54,99.9,2025-10-10,Cancelled,17,625
M100625,2025-07-11,Downtown,Plus,Referral,25-34,139.9,,Active,13,626
M100626,2025-01-11,Downtown,Basic,Referral,25-34,99.9,2026-06-11,Cancelled,17,627
M100627,2024-05-02,East,Basic,Organic,45-54,99.9,,Active,27,628
M100628,2024-02-02,South,Basic,Walk-in,25-34,99.9,,Active,30,629
M100629,2024-09-18,West,Plus,Referral,35-44,139.9,,Active,22,630
M100630,2026-02-15,East,Basic,Google Ads,35-44,99.9,,Active,5,631
M100631,2025-01-01,East,Plus,Organic,25-34,139.9,2025-08-01,Cancelled,7,632
M100632,2024-11-11,North,Basic,Instagram,25-34,99.9,,Active,21,633
M100633,2024-04-29,South,Premium,Organic,35-44,189.9,2025-10-29,Cancelled,18,634
M100634,2025-06-30,South,Premium,Referral,45-54,189.9,,Active,13,635
M100635,2025-11-11,Downtown,Basic,Instagram,25-34,99.9,,Active,9,636
M100636,2026-01-01,University,Plus,Referral,35-44,139.9,,Active,7,637
